Product,Type,Release Date,Process Size (nm),TDP (W),DieSizeValue,Die Size (mm^2),Transistors (million),Freq (GHz),Foundry,Vendor
Intel Xeon E7-8870 v3,CPU,2015-06-01,22.0,140.0,160.0,160,1400.0,2100.0,Intel,Intel
Intel Xeon E7-8880 v3,CPU,2015-06-01,22.0,150.0,160.0,160,1400.0,2300.0,Intel,Intel
Intel Xeon E7-8880L v3,CPU,2015-06-01,22.0,115.0,160.0,160,1400.0,2000.0,Intel,Intel
Intel Xeon E7-8890 v3,CPU,2015-06-01,22.0,165.0,160.0,160,1400.0,2500.0,Intel,Intel
Intel Xeon E7-8891 v3,CPU,2015-06-01,22.0,165.0,160.0,160,1400.0,2800.0,Intel,Intel
Intel Xeon E7-8893 v3,CPU,2015-06-01,22.0,140.0,160.0,160,1400.0,3200.0,Intel,Intel
AMD A10-7860K,CPU,2016-02-02,28.0,65.0,245.0,245,2411.0,3600.0,GlobalFoundries,AMD
AMD A10-7890K,CPU,2016-01-11,28.0,95.0,245.0,245,2411.0,4000.0,GlobalFoundries,AMD
AMD A6-7470K,CPU,2016-02-02,28.0,65.0,245.0,245,2411.0,3700.0,GlobalFoundries,AMD
AMD A6-9500,CPU,2016-09-05,28.0,65.0,250.0,250,3100.0,3500.0,GlobalFoundries,AMD
AMD Athlon X4 845,CPU,2016-02-02,28.0,65.0,250.0,250,3100.0,3500.0,GlobalFoundries,AMD
AMD PRO A10-9700E,CPU,2016-10-03,28.0,35.0,250.0,250,3100.0,3000.0,GlobalFoundries,AMD
AMD PRO A12-9800,CPU,2016-10-03,28.0,65.0,250.0,250,3100.0,3800.0,GlobalFoundries,AMD
AMD PRO A6-9500,CPU,2016-10-03,28.0,65.0,250.0,250,3100.0,3500.0,GlobalFoundries,AMD
AMD PRO A6-9500E,CPU,2016-10-03,28.0,35.0,250.0,250,3100.0,3000.0,GlobalFoundries,AMD
AMD PRO A8-9600,CPU,2016-10-03,28.0,65.0,250.0,250,3100.0,3100.0,GlobalFoundries,AMD
Intel Core i5-6350HQ,CPU,2016-01-24,14.0,45.0,171.0,171,2300.0,2300.0,Intel,Intel
Intel Core i7-6800K,CPU,2016-05-31,14.0,140.0,246.0,246,3400.0,3400.0,Intel,Intel
Intel Core i7-6850K,CPU,2016-05-31,14.0,140.0,246.0,246,3400.0,3600.0,Intel,Intel
Intel Core i7-6900K,CPU,2016-05-31,14.0,140.0,246.0,246,3400.0,3200.0,Intel,Intel
Intel Core i7-6950X,CPU,2016-05-31,14.0,140.0,246.0,246,3400.0,3000.0,Intel,Intel
Intel Xeon D-1557,CPU,2016-02-24,14.0,45.0,246.0,246,3200.0,1500.0,Intel,Intel
Intel Xeon D-1567,CPU,2016-02-24,14.0,65.0,246.0,246,3200.0,2100.0,Intel,Intel
Intel Xeon D-1571,CPU,2016-02-24,14.0,45.0,246.0,246,3200.0,1300.0,Intel,Intel
Intel Xeon D-1577,CPU,2016-02-24,14.0,45.0,246.0,246,3200.0,1300.0,Intel,Intel
Intel Xeon D-1581,CPU,2016-02-24,14.0,65.0,246.0,246,3200.0,1800.0,Intel,Intel
Intel Xeon D-1587,CPU,2016-02-24,14.0,65.0,246.0,246,3200.0,1700.0,Intel,Intel
Intel Xeon E3-1515M v5,CPU,2016-01-24,14.0,45.0,171.0,171,2300.0,2800.0,Intel,Intel
Intel Xeon E3-1545M v5,CPU,2016-01-24,14.0,45.0,171.0,171,2300.0,2900.0,Intel,Intel
Intel Xeon E3-1558L v5,CPU,2016-05-31,14.0,45.0,171.0,171,2300.0,1900.0,Intel,Intel
Intel Xeon E3-1565L v5,CPU,2016-05-31,14.0,35.0,171.0,171,2300.0,2500.0,Intel,Intel
Intel Xeon E3-1575M v5,CPU,2016-01-24,14.0,45.0,171.0,171,2300.0,3000.0,Intel,Intel
Intel Xeon E3-1578L v5,CPU,2016-05-31,14.0,45.0,171.0,171,2300.0,2000.0,Intel,Intel
Intel Xeon E3-1585 v5,CPU,2016-05-31,14.0,65.0,171.0,171,2300.0,3500.0,Intel,Intel
Intel Xeon E3-1585L v5,CPU,2016-05-31,14.0,45.0,171.0,171,2300.0,3000.0,Intel,Intel
Intel Xeon E5-1620 v4,CPU,2016-06-20,14.0,140.0,246.0,246,3400.0,3500.0,Intel,Intel
Intel Xeon E5-1630 v4,CPU,2016-06-20,14.0,140.0,246.0,246,3400.0,3700.0,Intel,Intel
Intel Xeon E5-1650 v4,CPU,2016-06-20,14.0,140.0,246.0,246,3400.0,3600.0,Intel,Intel
Intel Xeon E5-1660 v4,CPU,2016-06-20,14.0,140.0,246.0,246,3400.0,3200.0,Intel,Intel
Intel Xeon E5-1680 v4,CPU,2016-06-20,14.0,140.0,246.0,246,3400.0,3400.0,Intel,Intel
Intel Xeon E5-2699A v4,CPU,2016-10-25,14.0,145.0,456.0,456,7200.0,2400.0,Intel,Intel
AMD A10-9700,CPU,2017-07-27,28.0,65.0,250.0,250,3100.0,3500.0,GlobalFoundries,AMD
AMD A10-9700E,CPU,2017-07-27,28.0,35.0,250.0,250,3100.0,3000.0,GlobalFoundries,AMD
AMD A12-9800,CPU,2017-07-27,28.0,65.0,250.0,250,3100.0,3800.0,GlobalFoundries,AMD
AMD A12-9800E,CPU,2017-07-27,28.0,35.0,250.0,250,3100.0,3100.0,GlobalFoundries,AMD
AMD A6-9550,CPU,2017-07-27,28.0,65.0,250.0,250,3100.0,3800.0,GlobalFoundries,AMD
AMD A8-9600,CPU,2017-07-27,28.0,65.0,250.0,250,3100.0,3100.0,GlobalFoundries,AMD
AMD Athlon X4 940,CPU,2017-07-27,28.0,65.0,250.0,250,3100.0,3200.0,GlobalFoundries,AMD
AMD Athlon X4 950,CPU,2017-07-27,28.0,65.0,250.0,250,3100.0,3500.0,GlobalFoundries,AMD
AMD Athlon X4 970,CPU,2017-07-27,28.0,65.0,250.0,250,3100.0,3800.0,GlobalFoundries,AMD
AMD EPYC 7251,CPU,2017-06-29,14.0,120.0,213.0,213,4800.0,2100.0,GlobalFoundries,AMD
AMD EPYC 7281,CPU,2017-06-29,14.0,170.0,213.0,213,4800.0,2100.0,GlobalFoundries,AMD
AMD EPYC 7301,CPU,2017-06-29,14.0,170.0,213.0,213,4800.0,2200.0,GlobalFoundries,AMD
AMD EPYC 7351,CPU,2017-06-29,14.0,170.0,213.0,213,4800.0,2400.0,GlobalFoundries,AMD
AMD EPYC 7351P,CPU,2017-06-29,14.0,170.0,213.0,213,4800.0,2400.0,GlobalFoundries,AMD
AMD EPYC 7401,CPU,2017-06-29,14.0,170.0,213.0,213,4800.0,2000.0,GlobalFoundries,AMD
AMD EPYC 7401P,CPU,2017-06-29,14.0,170.0,213.0,213,4800.0,2000.0,GlobalFoundries,AMD
AMD EPYC 7451,CPU,2017-06-29,14.0,180.0,213.0,213,4800.0,2300.0,GlobalFoundries,AMD
AMD EPYC 7501,CPU,2017-06-29,14.0,170.0,213.0,213,4800.0,2000.0,GlobalFoundries,AMD
AMD EPYC 7551,CPU,2017-06-29,14.0,180.0,213.0,213,4800.0,2000.0,GlobalFoundries,AMD
AMD EPYC 7551P,CPU,2017-06-29,14.0,180.0,213.0,213,4800.0,2000.0,GlobalFoundries,AMD
AMD EPYC 7601,CPU,2017-06-29,14.0,180.0,213.0,213,4800.0,2200.0,GlobalFoundries,AMD
AMD Opteron X3216,CPU,2017-06-10,28.0,15.0,250.0,250,3100.0,1600.0,GlobalFoundries,AMD
AMD PRO A10-9700,CPU,2017-07-27,28.0,65.0,250.0,250,3100.0,3500.0,GlobalFoundries,AMD
AMD PRO A12-9800E,CPU,2017-07-27,28.0,35.0,250.0,250,3100.0,3100.0,GlobalFoundries,AMD
AMD Ryzen 3 1200,CPU,2017-07-27,14.0,65.0,213.0,213,4800.0,3100.0,GlobalFoundries,AMD
AMD Ryzen 3 1300X,CPU,2017-07-27,14.0,65.0,213.0,213,4800.0,3400.0,GlobalFoundries,AMD
AMD Ryzen 3 PRO 1200,CPU,2017-06-29,14.0,65.0,213.0,213,4800.0,3100.0,GlobalFoundries,AMD
AMD Ryzen 3 PRO 1300,CPU,2017-06-29,14.0,65.0,213.0,213,4800.0,3500.0,GlobalFoundries,AMD
AMD Ryzen 5 1400,CPU,2017-04-11,14.0,65.0,213.0,213,4800.0,3200.0,GlobalFoundries,AMD
AMD Ryzen 5 1500X,CPU,2017-04-11,14.0,65.0,213.0,213,4800.0,3500.0,GlobalFoundries,AMD
AMD Ryzen 5 1600,CPU,2017-04-11,14.0,65.0,213.0,213,4800.0,3200.0,GlobalFoundries,AMD
AMD Ryzen 5 1600X,CPU,2017-04-11,14.0,95.0,213.0,213,4800.0,3600.0,GlobalFoundries,AMD
AMD Ryzen 5 PRO 1500,CPU,2017-06-29,14.0,65.0,192.0,192,4800.0,3500.0,GlobalFoundries,AMD
AMD Ryzen 5 PRO 1600,CPU,2017-06-29,14.0,65.0,192.0,192,4800.0,3200.0,GlobalFoundries,AMD
AMD Ryzen 7 1700,CPU,2017-03-02,14.0,65.0,213.0,213,4800.0,3000.0,GlobalFoundries,AMD
AMD Ryzen 7 1700X,CPU,2017-03-02,14.0,95.0,213.0,213,4800.0,3400.0,GlobalFoundries,AMD
AMD Ryzen 7 1800X,CPU,2017-03-02,14.0,95.0,213.0,213,4800.0,3600.0,GlobalFoundries,AMD
AMD Ryzen 7 PRO 1700,CPU,2017-06-29,14.0,65.0,213.0,213,4800.0,3000.0,GlobalFoundries,AMD
AMD Ryzen 7 PRO 1700X,CPU,2017-06-29,14.0,95.0,213.0,213,4800.0,3400.0,GlobalFoundries,AMD
Intel Xeon E3-1285 v6,CPU,2017-08-01,14.0,79.0,160.0,160,1400.0,4100.0,Intel,Intel
AMD A6-7480,CPU,2018-10-26,28.0,45.0,250.0,250,3100.0,3500.0,GlobalFoundries,AMD
AMD A8-7680,CPU,2018-10-26,28.0,45.0,250.0,250,3100.0,3500.0,GlobalFoundries,AMD
AMD Athlon 200GE,CPU,2018-09-06,14.0,35.0,209.8,209.8,4950.0,3200.0,GlobalFoundries,AMD
AMD Athlon 220GE,CPU,2018-12-21,14.0,35.0,209.8,209.8,4950.0,3400.0,GlobalFoundries,AMD
AMD Athlon 240GE,CPU,2018-12-21,14.0,35.0,209.8,209.8,4950.0,3500.0,GlobalFoundries,AMD
AMD EPYC 7261,CPU,2018-06-14,14.0,170.0,213.0,213,4800.0,2500.0,GlobalFoundries,AMD
AMD EPYC 7371,CPU,2018-11-16,14.0,170.0,213.0,213,4800.0,3100.0,GlobalFoundries,AMD
AMD Ryzen 3 2200GE,CPU,2018-04-19,14.0,35.0,210.0,210,4950.0,3200.0,GlobalFoundries,AMD
AMD Ryzen 3 PRO 2200GE,CPU,2018-05-10,14.0,35.0,210.0,210,4950.0,3200.0,GlobalFoundries,AMD
AMD Ryzen 5 2400GE,CPU,2018-04-19,14.0,35.0,210.0,210,4950.0,3200.0,GlobalFoundries,AMD
AMD Ryzen 5 PRO 2400G,CPU,2018-05-10,14.0,65.0,210.0,210,4950.0,3600.0,GlobalFoundries,AMD
AMD Ryzen 5 PRO 2400GE,CPU,2018-05-10,14.0,35.0,210.0,210,4950.0,3200.0,GlobalFoundries,AMD
AMD A6-9400,CPU,2019-03-16,28.0,65.0,250.0,250,3100.0,3400.0,GlobalFoundries,AMD
AMD EPYC 7232P,CPU,2019-08-07,7.0,120.0,74.0,74,3800.0,3100.0,TSMC,AMD
AMD EPYC 7252,CPU,2019-08-07,7.0,120.0,74.0,74,3800.0,2800.0,TSMC,AMD
AMD EPYC 7262,CPU,2019-08-07,7.0,155.0,74.0,74,3800.0,3100.0,TSMC,AMD
AMD EPYC 7272,CPU,2019-08-07,7.0,120.0,74.0,74,3800.0,2600.0,TSMC,AMD
AMD EPYC 7282,CPU,2019-08-07,7.0,120.0,74.0,74,3800.0,2800.0,TSMC,AMD
AMD EPYC 7302,CPU,2019-08-07,7.0,155.0,74.0,74,3800.0,3000.0,TSMC,AMD
AMD EPYC 7302P,CPU,2019-08-07,7.0,155.0,74.0,74,3800.0,3000.0,TSMC,AMD
AMD EPYC 7352,CPU,2019-08-07,7.0,155.0,74.0,74,3800.0,2400.0,TSMC,AMD
AMD EPYC 7402,CPU,2019-08-07,7.0,180.0,74.0,74,3800.0,2800.0,TSMC,AMD
AMD EPYC 7402P,CPU,2019-08-07,7.0,180.0,74.0,74,3800.0,2800.0,TSMC,AMD
AMD EPYC 7452,CPU,2019-08-07,7.0,155.0,74.0,74,3800.0,2200.0,TSMC,AMD
AMD EPYC 7502,CPU,2019-08-07,7.0,180.0,74.0,74,3800.0,2500.0,TSMC,AMD
AMD EPYC 7502P,CPU,2019-08-07,7.0,180.0,74.0,74,3800.0,2500.0,TSMC,AMD
AMD EPYC 7542,CPU,2019-08-07,7.0,225.0,74.0,74,3800.0,2900.0,TSMC,AMD
AMD EPYC 7552,CPU,2019-08-07,7.0,200.0,74.0,74,3800.0,2200.0,TSMC,AMD
AMD EPYC 7642,CPU,2019-08-07,7.0,225.0,74.0,74,3800.0,2400.0,TSMC,AMD
AMD EPYC 7702,CPU,2019-08-07,7.0,200.0,74.0,74,3800.0,2000.0,TSMC,AMD
AMD EPYC 7702P,CPU,2019-08-07,7.0,200.0,74.0,74,3800.0,2000.0,TSMC,AMD
AMD EPYC 7742,CPU,2019-08-07,7.0,225.0,74.0,74,3800.0,2250.0,TSMC,AMD
AMD EPYC 7H12,CPU,2019-09-18,7.0,280.0,74.0,74,3800.0,2600.0,TSMC,AMD
AMD Ryzen 5 3500X,CPU,2019-09-24,7.0,65.0,74.0,74,3800.0,3600.0,TSMC,AMD
AMD Ryzen 5 3600,CPU,2019-07-07,7.0,65.0,74.0,74,3800.0,3600.0,TSMC,AMD
AMD Ryzen 5 3600X,CPU,2019-07-07,7.0,95.0,74.0,74,3800.0,3800.0,TSMC,AMD
AMD Ryzen 5 3600XT,CPU,2019-07-07,7.0,95.0,74.0,74,3800.0,3800.0,TSMC,AMD
AMD Ryzen 7 3700X,CPU,2019-07-07,7.0,65.0,74.0,74,3800.0,3600.0,TSMC,AMD
AMD Ryzen 7 3800X,CPU,2019-07-07,7.0,105.0,74.0,74,3800.0,3900.0,TSMC,AMD
Intel Core i5-8279U,CPU,2019-04-03,14.0,28.0,126.0,126,2300.0,2400.0,Intel,Intel
AMD EPYC 7F32,CPU,2020-04-14,7.0,180.0,74.0,74,3800.0,3700.0,TSMC,AMD
AMD EPYC 7F52,CPU,2020-04-14,7.0,155.0,74.0,74,3800.0,3500.0,TSMC,AMD
AMD EPYC 7F72,CPU,2020-04-14,7.0,240.0,74.0,74,3800.0,3200.0,TSMC,AMD
AMD Ryzen 3 3100,CPU,2020-04-24,7.0,65.0,74.0,74,3800.0,3600.0,TSMC,AMD
AMD Ryzen 3 3300X,CPU,2020-04-24,7.0,65.0,74.0,74,3800.0,3800.0,TSMC,AMD
AMD Ryzen 3 4300G,CPU,2020-07-21,7.0,65.0,156.0,156,9800.0,3800.0,TSMC,AMD
AMD Ryzen 3 4300GE,CPU,2020-07-21,7.0,35.0,156.0,156,9800.0,3500.0,TSMC,AMD
AMD Ryzen 3 PRO 4350G,CPU,2020-07-21,7.0,65.0,156.0,156,9800.0,3800.0,TSMC,AMD
AMD Ryzen 3 PRO 4350GE,CPU,2020-07-21,7.0,35.0,156.0,156,9800.0,3500.0,TSMC,AMD
AMD Ryzen 3 PRO 4450U,CPU,2020-05-07,7.0,15.0,156.0,156,9800.0,2400.0,TSMC,AMD
AMD Ryzen 5 4600G,CPU,2020-07-21,7.0,65.0,156.0,156,9800.0,3700.0,TSMC,AMD
AMD Ryzen 5 4600GE,CPU,2020-07-21,7.0,35.0,156.0,156,9800.0,3300.0,TSMC,AMD
AMD Ryzen 5 5600X,CPU,2020-11-05,7.0,65.0,74.0,74,4150.0,3700.0,TSMC,AMD
AMD Ryzen 5 PRO 4650G,CPU,2020-07-21,7.0,65.0,156.0,156,9800.0,3700.0,TSMC,AMD
AMD Ryzen 5 PRO 4650GE,CPU,2020-07-21,7.0,35.0,156.0,156,9800.0,3300.0,TSMC,AMD
AMD Ryzen 5 PRO 4650U,CPU,2020-05-07,7.0,15.0,156.0,156,9800.0,2100.0,TSMC,AMD
AMD Ryzen 7 3800XT,CPU,2020-07-07,7.0,105.0,74.0,74,3800.0,3800.0,TSMC,AMD
AMD Ryzen 7 4700G,CPU,2020-07-21,7.0,65.0,156.0,156,9800.0,3600.0,TSMC,AMD
AMD Ryzen 7 4700GE,CPU,2020-07-21,7.0,35.0,156.0,156,9800.0,3100.0,TSMC,AMD
AMD Ryzen 7 4750U,CPU,2020-05-07,7.0,15.0,156.0,156,9800.0,1700.0,TSMC,AMD
AMD Ryzen 7 5800X,CPU,2020-11-05,7.0,105.0,74.0,74,4150.0,3800.0,TSMC,AMD
AMD Ryzen 7 PRO 4750G,CPU,2020-07-21,7.0,65.0,156.0,156,9800.0,3600.0,TSMC,AMD
AMD Ryzen 7 PRO 4750GE,CPU,2020-07-21,7.0,35.0,156.0,156,9800.0,3100.0,TSMC,AMD
AMD Ryzen 9 4900H,CPU,2020-03-16,7.0,54.0,156.0,156,9800.0,3300.0,TSMC,AMD
AMD Ryzen 9 4900HS,CPU,2020-03-07,7.0,35.0,156.0,156,9800.0,3000.0,TSMC,AMD
AMD Ryzen Embedded R1102G,CPU,2020-02-25,14.0,6.0,209.8,209.8,4950.0,1200.0,GlobalFoundries,AMD
AMD Ryzen Embedded R1305G,CPU,2020-02-25,14.0,10.0,209.8,209.8,4950.0,1500.0,GlobalFoundries,AMD
AMD Ryzen Embedded R1505G,CPU,2020-02-25,14.0,25.0,209.8,209.8,4950.0,2400.0,GlobalFoundries,AMD
AMD Ryzen Embedded R1600,CPU,2020-02-25,14.0,25.0,209.8,209.8,4950.0,2600.0,GlobalFoundries,AMD
AMD Ryzen Embedded R1606G,CPU,2020-02-25,14.0,25.0,209.8,209.8,4950.0,2600.0,GlobalFoundries,AMD
AMD Ryzen Embedded V2516,CPU,2020-11-10,7.0,10.0,156.0,156,9800.0,2100.0,TSMC,AMD
AMD Ryzen Embedded V2546,CPU,2020-11-10,7.0,35.0,156.0,156,9800.0,3000.0,TSMC,AMD
AMD Ryzen Embedded V2718,CPU,2020-11-10,7.0,10.0,156.0,156,9800.0,1700.0,TSMC,AMD
AMD Ryzen Embedded V2748,CPU,2020-11-10,7.0,35.0,156.0,156,9800.0,2900.0,TSMC,AMD
AMD Ryzen 3 5300G,CPU,2021-04-13,7.0,65.0,180.0,180,10700.0,4000.0,TSMC,AMD
AMD Ryzen 3 PRO 5350G,CPU,2021-06-01,7.0,65.0,180.0,180,10700.0,4000.0,TSMC,AMD
AMD Ryzen 3 PRO 5350GE,CPU,2021-06-01,7.0,35.0,180.0,180,10700.0,3600.0,TSMC,AMD
AMD Ryzen 4700S,CPU,2021-06-26,7.0,65.0,308.0,308,10600.0,3600.0,TSMC,AMD
AMD Ryzen 5 5600G,CPU,2021-04-13,7.0,65.0,180.0,180,10700.0,3900.0,TSMC,AMD
AMD Ryzen 5 PRO 5650G,CPU,2021-06-01,7.0,65.0,180.0,180,10700.0,3900.0,TSMC,AMD
AMD Ryzen 5 PRO 5650GE,CPU,2021-06-01,7.0,35.0,180.0,180,10700.0,3400.0,TSMC,AMD
AMD Ryzen 7 5700G,CPU,2021-04-13,7.0,65.0,180.0,180,10700.0,3800.0,TSMC,AMD
AMD Ryzen 7 PRO 5750G,CPU,2021-06-01,7.0,65.0,180.0,180,10700.0,3800.0,TSMC,AMD
AMD Ryzen 7 PRO 5750GE,CPU,2021-06-01,7.0,35.0,180.0,180,10700.0,3200.0,TSMC,AMD
AMD Ryzen 3 4100,CPU,2022-04-04,7.0,65.0,156.0,156,9800.0,3800.0,TSMC,AMD
AMD Ryzen 3 5125C,CPU,2022-05-05,7.0,15.0,180.0,180,10700.0,3000.0,TSMC,AMD
AMD Ryzen 3 5425C,CPU,2022-05-05,7.0,15.0,180.0,180,10700.0,2700.0,TSMC,AMD
AMD Ryzen 3 PRO 5475U,CPU,2022-04-19,7.0,15.0,180.0,180,10700.0,2700.0,TSMC,AMD
AMD Ryzen 5 4500,CPU,2022-04-04,7.0,65.0,156.0,156,9800.0,3600.0,TSMC,AMD
AMD Ryzen 5 5500,CPU,2022-04-04,7.0,65.0,180.0,180,10700.0,3600.0,TSMC,AMD
AMD Ryzen 5 5600,CPU,2022-04-20,7.0,65.0,74.0,74,4150.0,3500.0,TSMC,AMD
AMD Ryzen 5 5625C,CPU,2022-05-05,7.0,15.0,180.0,180,10700.0,2300.0,TSMC,AMD
AMD Ryzen 5 PRO 4655G,CPU,2022-11-11,7.0,65.0,156.0,156,9800.0,3700.0,TSMC,AMD
AMD Ryzen 5 PRO 4655GE,CPU,2022-11-11,7.0,35.0,156.0,156,9800.0,3300.0,TSMC,AMD
AMD Ryzen 5 PRO 5675U,CPU,2022-04-19,7.0,15.0,180.0,180,10700.0,2300.0,TSMC,AMD
AMD Ryzen 7 5700,CPU,2022-04-04,7.0,65.0,180.0,180,10700.0,3700.0,TSMC,AMD
AMD Ryzen 7 5700X,CPU,2022-04-04,7.0,65.0,74.0,74,4150.0,3400.0,TSMC,AMD
AMD Ryzen 7 5800X3D,CPU,2022-04-20,7.0,105.0,74.0,74,8850.0,3400.0,TSMC,AMD
AMD Ryzen 7 5825C,CPU,2022-05-05,7.0,15.0,180.0,180,10700.0,2000.0,TSMC,AMD
AMD Ryzen 7 PRO 5875U,CPU,2022-04-19,7.0,15.0,180.0,180,10700.0,2000.0,TSMC,AMD
AMD Steam Deck CPU (LCD),CPU,2022-02-25,7.0,15.0,163.0,163,2400.0,2400.0,TSMC,AMD
AMD Ryzen 5 5500GT,CPU,2024-01-08,7.0,65.0,180.0,180,10700.0,3600.0,TSMC,AMD
AMD Ryzen 5 5600GT,CPU,2024-01-08,7.0,65.0,180.0,180,10700.0,3600.0,TSMC,AMD
AMD Ryzen 7 5700X3D,CPU,2024-01-08,7.0,105.0,74.0,74,8850.0,3000.0,TSMC,AMD
AMD Radeon HD 7970,GPU,2011-12-22,28.0,250.0,352.0,352,4313.0,925.0,TSMC,AMD
NVIDIA GeForce 610M,GPU,2011-12-01,28.0,12.0,116.0,116,585.0,625.0,TSMC,NVIDIA
AMD FirePro M4000,GPU,2012-06-27,28.0,33.0,123.0,123,1500.0,675.0,TSMC,AMD
AMD FirePro M6000,GPU,2012-07-01,28.0,43.0,123.0,123,1500.0,800.0,TSMC,AMD
AMD FirePro S10000,GPU,2012-11-12,28.0,375.0,352.0,352,4313.0,825.0,TSMC,AMD
AMD FirePro S10000 Passive,GPU,2012-11-12,28.0,375.0,352.0,352,4313.0,825.0,TSMC,AMD
AMD FirePro S7000,GPU,2012-08-27,28.0,150.0,212.0,212,2800.0,950.0,TSMC,AMD
AMD FirePro S9000,GPU,2012-08-24,28.0,225.0,352.0,352,4313.0,900.0,TSMC,AMD
AMD FirePro S9010,GPU,2012-08-24,28.0,200.0,352.0,352,4313.0,800.0,TSMC,AMD
AMD FirePro W4000,GPU,2012-08-07,28.0,75.0,212.0,212,2800.0,825.0,TSMC,AMD
AMD FirePro W5000,GPU,2012-08-07,28.0,75.0,212.0,212,2800.0,825.0,TSMC,AMD
AMD FirePro W600,GPU,2012-06-13,28.0,75.0,123.0,123,1500.0,750.0,TSMC,AMD
AMD FirePro W7000,GPU,2012-06-13,28.0,150.0,212.0,212,2800.0,950.0,TSMC,AMD
AMD FirePro W8000,GPU,2012-06-14,28.0,225.0,352.0,352,4313.0,900.0,TSMC,AMD
AMD FirePro W9000,GPU,2012-06-14,28.0,274.0,352.0,352,4313.0,975.0,TSMC,AMD
AMD Radeon HD 7870 XT,GPU,2012-11-19,28.0,185.0,352.0,352,4313.0,925.0,TSMC,AMD
AMD Radeon HD 7950 Boost,GPU,2012-06-22,28.0,200.0,352.0,352,4313.0,850.0,TSMC,AMD
AMD Radeon HD 7950M,GPU,2012-04-24,28.0,75.0,212.0,212,2800.0,700.0,TSMC,AMD
AMD Radeon HD 7970 GHz Edition,GPU,2012-06-22,28.0,300.0,352.0,352,4313.0,1000.0,TSMC,AMD
AMD Radeon HD 7970 X2,GPU,2012-08-31,28.0,500.0,352.0,352,4313.0,925.0,TSMC,AMD
AMD Radeon HD 7970M X2,GPU,2012-04-24,28.0,200.0,212.0,212,2800.0,850.0,TSMC,AMD
Intel HD Graphics 4000 Mobile,GPU,2012-05-14,22.0,45.0,133.0,133,1200.0,650.0,Intel,Intel
Intel HD Graphics 6EU Mobile,GPU,2012-10-01,22.0,45.0,94.0,94,392.0,350.0,Intel,Intel
Intel HD Graphics P4000,GPU,2012-05-14,22.0,45.0,133.0,133,1200.0,650.0,Intel,Intel
Intel Xeon Phi 3120A,GPU,2012-11-12,22.0,300.0,720.0,720,5000.0,1100.0,Intel,Intel
Intel Xeon Phi 5110P,GPU,2012-11-12,22.0,225.0,720.0,720,5000.0,1053.0,Intel,Intel
Intel Xeon Phi SE10X,GPU,2012-11-12,22.0,300.0,720.0,720,5000.0,1100.0,Intel,Intel
NVIDIA GeForce GT 625M,GPU,2012-10-01,28.0,15.0,116.0,116,585.0,625.0,TSMC,NVIDIA
NVIDIA GeForce GT 630 OEM,GPU,2012-04-24,28.0,50.0,118.0,118,1270.0,875.0,TSMC,NVIDIA
NVIDIA GeForce GT 640,GPU,2012-06-05,28.0,65.0,118.0,118,1270.0,902.0,TSMC,NVIDIA
NVIDIA GeForce GT 640 OEM,GPU,2012-04-24,28.0,50.0,118.0,118,1270.0,797.0,TSMC,NVIDIA
NVIDIA GeForce GT 645M,GPU,2012-10-01,28.0,32.0,118.0,118,1270.0,709.0,TSMC,NVIDIA
NVIDIA GeForce GT 650M Mac Edition,GPU,2012-07-12,28.0,45.0,118.0,118,1270.0,900.0,TSMC,NVIDIA
NVIDIA GeForce GTX 650,GPU,2012-09-06,28.0,65.0,118.0,118,1270.0,1058.0,TSMC,NVIDIA
NVIDIA GeForce GTX 650 Ti,GPU,2012-10-09,28.0,110.0,221.0,221,2540.0,928.0,TSMC,NVIDIA
NVIDIA GeForce GTX 660,GPU,2012-09-06,28.0,140.0,221.0,221,2540.0,980.0,TSMC,NVIDIA
NVIDIA GeForce GTX 660 OEM,GPU,2012-08-22,28.0,130.0,294.0,294,3540.0,823.0,TSMC,NVIDIA
NVIDIA GeForce GTX 660 OEM,GPU,2012-08-22,28.0,130.0,294.0,294,3540.0,823.0,TSMC,NVIDIA
NVIDIA GeForce GTX 660 Ti,GPU,2012-08-16,28.0,150.0,294.0,294,3540.0,915.0,TSMC,NVIDIA
NVIDIA GeForce GTX 670,GPU,2012-05-10,28.0,170.0,294.0,294,3540.0,915.0,TSMC,NVIDIA
NVIDIA GeForce GTX 670MX,GPU,2012-10-01,28.0,75.0,294.0,294,3540.0,601.0,TSMC,NVIDIA
NVIDIA GeForce GTX 675MX,GPU,2012-10-01,28.0,100.0,294.0,294,3540.0,654.0,TSMC,NVIDIA
NVIDIA GeForce GTX 680M,GPU,2012-06-04,28.0,100.0,294.0,294,3540.0,719.0,TSMC,NVIDIA
NVIDIA GeForce GTX 680MX Mac Edition,GPU,2012-10-23,28.0,122.0,294.0,294,3540.0,719.0,TSMC,NVIDIA
NVIDIA GeForce GTX 690,GPU,2012-05-03,28.0,300.0,294.0,294,3540.0,915.0,TSMC,NVIDIA
NVIDIA NVS 510,GPU,2012-10-23,28.0,35.0,118.0,118,1270.0,797.0,TSMC,NVIDIA
NVIDIA NVS 5200M,GPU,2012-06-01,28.0,25.0,116.0,116,585.0,625.0,TSMC,NVIDIA
NVIDIA Quadro 410,GPU,2012-08-07,28.0,38.0,118.0,118,1270.0,706.0,TSMC,NVIDIA
